DS_CIDADE;DS_SETOR;DS_DESTINACAO_IMOVEL;ANO_VENDA;NR_EDITAL;ITEM_EDITAL;VALOR_LAUDO;PERCENTUAL_ENTRADA;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL;PAGTO_A_VISTA
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;UOS CSII 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC Nº 948/2019, COM ALTERAÇÕES DA LC Nº 1007/2022 E DA LC Nº 1058/2025.;2020;12;82;56000;5;69900.0;100.0;70.0;50.0;2;VAGO;13900.0;24.821428571428573;0
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;UOS CSII 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC Nº 948/2019, COM ALTERAÇÕES DA LC Nº 1007/2022 E DA LC Nº 1058/2025.;2020;12;83;56000;5;76000.0;100.0;70.0;50.0;2;VAGO;20000.0;35.714285714285715;0
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;UOS CSII 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC Nº 948/2019, COM ALTERAÇÕES DA LC Nº 1007/2022 E DA LC Nº 1058/2025.;2020;12;84;55900;5;88360.9;99.8;69.86;49.9;1;VAGO;32460.899999999994;58.06958855098389;0
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;UOS CSII 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC Nº 948/2019, COM ALTERAÇÕES DA LC Nº 1007/2022 E DA LC Nº 1058/2025.;2020;12;85;54300;5;80000.0;96.24;67.368;48.12;3;OBSTRUIDO;25700.0;47.32965009208103;0
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;UOS CSII 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC Nº 948/2019, COM ALTERAÇÕES DA LC Nº 1007/2022 E DA LC Nº 1058/2025.;2020;12;86;55700;5;55700.0;99.28;69.496;49.64;1;OCUPADO;0.0;0.0;0
SAMAMBAIA;QN-SAMAMBAIA;UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;87;143000;5;250100.0;350.0;200.0;100.0;4;OCUPADO;107100.0;74.8951048951049;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;88;143000;5;173000.0;350.0;200.0;100.0;3;VAGO;30000.0;20.97902097902098;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;95;1300000;5;1350000.0;3931.2;2620.8;1310.4;1;VAGO;50000.0;3.8461538461538463;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;96;133000;5;158350.0;396.75;264.5;132.25;3;VAGO;25350.0;19.06015037593985;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;97;133000;5;152000.0;300.0;200.0;100.0;2;VAGO;19000.0;14.285714285714285;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;98;133000;5;140000.0;300.0;200.0;100.0;1;VAGO;7000.0;5.263157894736842;0
SAMAMBAIA;QN-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;99;109000;5;130000.0;300.0;200.0;100.0;2;VAGO;21000.0;19.26605504587156;0
SAMAMBAIA;QN-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;100;147000;5;191013.0;450.0;300.0;150.0;3;VAGO;44013.0;29.940816326530612;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;103;66400;5;73040.0;300.0;200.0;100.0;3;VAGO;6640.0;10.0;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;103;66400;5;73040.0;300.0;200.0;100.0;3;VAGO;6640.0;10.0;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;104;66400;5;81300.0;300.0;200.0;100.0;3;VAGO;14900.0;22.439759036144576;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;105;113000;5;114300.0;600.0;400.0;200.0;1;VAGO;1300.0;1.1504424778761062;0
SAMAMBAIA;QS-SAMAMBAIA;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;106;66400;5;81000.0;300.0;200.0;100.0;4;VAGO;14600.0;21.987951807228914;0
SAO SEBASTIAO;BAIRRO SÃO BARTOLOMEU;UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;110;350000;5;360500.0;901.563;826.433;300.521;2;VAGO;10500.0;3.0;0
SOBRADINHO;SETOR INDUSTRIAL                             ;UOS CSIIND 1 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS) ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC Nº 948/2019, COM ALTERAÇÕES DA LC Nº 1007/2022 E DA LC Nº 1058/2025.;2020;12;118;512000;5;520000.0;1400.0;1400.0;700.0;2;VAGO;8000.0;1.5625;0
TAGUATINGA;SETOR INDUSTRIAL                             ;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;119;818000;5;901000.0;1650.0;1100.0;550.0;1;VAGO;83000.0;10.146699266503667;0
TAGUATINGA;SETOR INDUSTRIAL                             ;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;120;818000;5;901000.0;1650.0;1100.0;550.0;1;VAGO;83000.0;10.146699266503667;0
TAGUATINGA;SETOR INDUSTRIAL                             ;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;121;818000;5;901000.0;1650.0;1100.0;550.0;2;VAGO;83000.0;10.146699266503667;0
TAGUATINGA;DESENVOLVIMENTO  ECONOMICO  M/NORTE;UOS CSIINDR - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL, RESIDENCIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, EM LOTES DE MENOR PORTE, SENDO FACULTADO O USO RESIDENCIAL, EXCLUSIVAMENTE NOS PAVIMENTOS SUPERIORES, E CONDICIONADO A EXISTÊNCIA DE USO NÃO RESIDENCIAL. (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;12;122;274410;5;306000.0;545.28;363.52;181.76;3;OCUPADO;31590.0;11.511971138078058;0
TAGUATINGA;BAIRRO AGUAS CLARAS;UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;11;1;33700000;30;42200000.0;42412.48;25447.488;21206.24;3;OBSTRUIDO;8500000.0;25.222551928783382;0
TAGUATINGA;BAIRRO AGUAS CLARAS;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);2020;11;2;21700000;30;31200000.0;29692.7;17815.62;5938.54;2;CERCADO;9500000.0;43.77880184331797;0
BRASILIA;SETOR DE CLUBES ESPORTIVOS SUL               ;"INSTITUCIONAL - ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRA TERRITORIAIS; ADM. PUBLICA DO ESTADO, REGULAÇÃO DOS SERVIÇOS SOCIAIS E CULTURAIS DEC. NO.26.765 DE 02/05/2006 (VIDE NGB-137/98 E DEC. NO.26.765 DE 02/05/06 E/OU CONSULTAR ADM. LAGO SUL/RA-XVI PARA ATIVIDADES PERMITIDAS).";2020;11;6;13400000;5;13412000.0;10200.0;10200.0;17000.0;1;VAGO;12000.0;0.08955223880597014;0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;HABITAÇÃO COLETIVA - USO RESIDENCIAL: HABITAÇÃO COLETIVA, CLASSE: CONDOMÍNIO EDIFICIO - CONSULTAR NGB.;2020;11;7;14900000;30;23107823.0;5796.0;5796.0;920.0;5;VAGO;8207823.0;55.086060402684566;0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;HABITAÇÃO COLETIVA - USO RESIDENCIAL: HABITAÇÃO COLETIVA, CLASSE: CONDOMÍNIO EDIFICIO - CONSULTAR NGB.;2020;11;8;14900000;30;21801018.0;5796.0;5796.0;920.0;8;VAGO;6901018.0;46.31555704697987;0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;HABITAÇÃO COLETIVA - USO RESIDENCIAL: HABITAÇÃO COLETIVA, CLASSE: CONDOMÍNIO EDIFICIO - CONSULTAR NGB.;2020;11;9;14900000;30;22451000.0;5796.0;5796.0;920.0;9;VAGO;7551000.0;50.67785234899329;0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;HABITAÇÃO COLETIVA - USO RESIDENCIAL: HABITAÇÃO COLETIVA, CLASSE: CONDOMÍNIO EDIFICIO - CONSULTAR NGB.;2020;11;10;14900000;30;20552000.0;5796.0;5796.0;920.0;7;VAGO;5652000.0;37.93288590604027;0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;HABITAÇÃO COLETIVA - USO RESIDENCIAL: HABITAÇÃO COLETIVA, CLASSE: CONDOMÍNIO EDIFICIO - CONSULTAR NGB.;2020;11;11;14900000;30;20552000.0;5796.0;5796.0;920.0;5;VAGO;5652000.0;37.93288590604027;0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;HABITAÇÃO COLETIVA - USO RESIDENCIAL: HABITAÇÃO COLETIVA, CLASSE: CONDOMÍNIO EDIFICIO - CONSULTAR NGB.;2020;11;12;14900000;30;23151000.0;5796.0;5796.0;920.0;9;VAGO;8251000.0;55.375838926174495;0
